,PROPERTY_ID,Year,Avg_RentPerSqFtActual
0,111_1,2016,1.0041666666666667
1,111_1,2017,1.0199999999999998
2,111_1,2018,1.025
3,111_1,2019,1.0641666666666667
4,111_1,2020,1.0566666666666669
5,111_1,2021,1.1983333333333335
6,111_1,2022,1.4
7,111_10,2016,0.6758333333333333
8,111_10,2017,0.6616666666666667
9,111_10,2018,0.6916666666666668
10,111_10,2019,0.6974999999999999
11,111_10,2020,0.7066666666666666
12,111_10,2021,0.7474999999999999
13,111_10,2022,0.794
14,111_100,2016,1.1783333333333335
15,111_100,2017,1.1075000000000002
16,111_100,2018,1.175
17,111_100,2019,1.18
18,111_100,2020,1.2183333333333335
19,111_100,2021,1.3141666666666667
20,111_100,2022,1.428
21,111_1004827,2016,
22,111_1004827,2017,
23,111_1004827,2018,
24,111_1004827,2019,
25,111_1004827,2020,
26,111_1004827,2021,
27,111_1004827,2022,
28,111_101,2016,1.5983333333333334
29,111_101,2017,1.5741666666666667
30,111_101,2018,1.5508333333333333
31,111_101,2019,1.471666666666667
32,111_101,2020,1.570833333333333
33,111_101,2021,1.575
34,111_101,2022,1.6759999999999997
35,111_102,2016,1.065
36,111_102,2017,1.0650000000000002
37,111_102,2018,1.038333333333333
38,111_102,2019,1.044166666666667
39,111_102,2020,1.1133333333333335
40,111_102,2021,1.2108333333333334
41,111_102,2022,1.384
42,111_103,2016,0.9733333333333333
43,111_103,2017,0.9433333333333334
44,111_103,2018,0.9308333333333333
45,111_103,2019,1.005
46,111_103,2020,1.05
47,111_103,2021,1.1241666666666668
48,111_103,2022,1.262
49,111_1031,2016,
50,111_1031,2017,
51,111_1031,2018,
52,111_1031,2019,
53,111_1031,2020,0.7466666666666666
54,111_1031,2021,0.8424999999999999
55,111_1031,2022,0.966
56,111_1046,2016,1.5650000000000002
57,111_1046,2017,1.5550000000000004
58,111_1046,2018,1.5333333333333334
59,111_1046,2019,1.5366666666666668
60,111_1046,2020,1.5858333333333334
61,111_1046,2021,1.6700000000000002
62,111_1046,2022,1.746
63,111_105,2016,0.8733333333333335
64,111_105,2017,0.7841666666666667
65,111_105,2018,0.7483333333333334
66,111_105,2019,0.7483333333333332
67,111_105,2020,0.7683333333333332
68,111_105,2021,0.8966666666666665
69,111_105,2022,0.974
70,111_107,2016,0.8283333333333333
71,111_107,2017,0.8383333333333333
72,111_107,2018,0.8533333333333332
73,111_107,2019,0.8725
74,111_107,2020,0.9391666666666669
75,111_107,2021,0.9766666666666667
76,111_107,2022,0.976
77,111_109,2016,0.9525
78,111_109,2017,0.9925
79,111_109,2018,1.0116666666666667
80,111_109,2019,0.9766666666666666
81,111_109,2020,1.0025000000000002
82,111_109,2021,1.0266666666666666
83,111_109,2022,1.228
84,111_1091788,2016,
85,111_1091788,2017,
86,111_1091788,2018,
87,111_1091788,2019,0.92
88,111_1091788,2020,0.9575
89,111_1091788,2021,0.9958333333333335
90,111_1091788,2022,1.04
91,111_1091789,2016,
92,111_1091789,2017,
93,111_1091789,2018,
94,111_1091789,2019,0.91
95,111_1091789,2020,0.9241666666666667
96,111_1091789,2021,0.9700000000000001
97,111_1091789,2022,1.0
98,111_1091795,2016,
99,111_1091795,2017,
100,111_1091795,2018,
101,111_1091795,2019,1.13
102,111_1091795,2020,1.1674999999999998
103,111_1091795,2021,1.2758333333333336
104,111_1091795,2022,1.286
105,111_1091801,2016,
106,111_1091801,2017,
107,111_1091801,2018,
108,111_1091801,2019,
109,111_1091801,2020,
110,111_1091801,2021,
111,111_1091801,2022,
112,111_1091818,2016,
113,111_1091818,2017,
114,111_1091818,2018,
115,111_1091818,2019,1.57
116,111_1091818,2020,1.6016666666666666
117,111_1091818,2021,1.5791666666666666
118,111_1091818,2022,1.548
119,111_1092159,2016,
120,111_1092159,2017,
121,111_1092159,2018,
122,111_1092159,2019,
123,111_1092159,2020,0.7566666666666667
124,111_1092159,2021,0.7683333333333332
125,111_1092159,2022,0.784
126,111_1092166,2016,
127,111_1092166,2017,
128,111_1092166,2018,
129,111_1092166,2019,0.79
130,111_1092166,2020,0.7975
131,111_1092166,2021,0.8574999999999999
132,111_1092166,2022,0.932
133,111_1092177,2016,
134,111_1092177,2017,
135,111_1092177,2018,
136,111_1092177,2019,1.78
137,111_1092177,2020,1.791666666666667
138,111_1092177,2021,1.8066666666666666
139,111_1092177,2022,1.902
140,111_1092189,2016,
141,111_1092189,2017,
142,111_1092189,2018,
143,111_1092189,2019,0.81
144,111_1092189,2020,0.83
145,111_1092189,2021,0.8475
146,111_1092189,2022,0.954
147,111_11,2016,1.0341666666666667
148,111_11,2017,0.9775000000000001
149,111_11,2018,0.9549999999999997
150,111_11,2019,0.9925
151,111_11,2020,1.0450000000000002
152,111_11,2021,1.1058333333333334
153,111_11,2022,1.192
154,111_111,2016,0.8758333333333334
155,111_111,2017,0.9008333333333335
156,111_111,2018,0.8991666666666668
157,111_111,2019,0.9333333333333332
158,111_111,2020,0.9525
159,111_111,2021,0.9799999999999999
160,111_111,2022,1.078
161,111_1112,2016,
162,111_1112,2017,
163,111_1112,2018,
164,111_1112,2019,0.81
165,111_1112,2020,0.7816666666666666
166,111_1112,2021,0.8475
167,111_1112,2022,0.966
168,111_113,2016,0.8108333333333335
169,111_113,2017,0.8916666666666667
170,111_113,2018,0.9133333333333332
171,111_113,2019,0.9808333333333333
172,111_113,2020,0.9658333333333337
173,111_113,2021,0.9675000000000001
174,111_113,2022,0.99
175,111_114,2016,0.6308333333333332
176,111_114,2017,0.6283333333333333
177,111_114,2018,0.6500000000000001
178,111_114,2019,0.6666666666666666
179,111_114,2020,0.8683333333333335
180,111_114,2021,0.9166666666666666
181,111_114,2022,0.986
182,111_1177673,2016,
183,111_1177673,2017,
184,111_1177673,2018,
185,111_1177673,2019,
186,111_1177673,2020,0.9414285714285713
187,111_1177673,2021,0.9783333333333332
188,111_1177673,2022,1.068
189,111_12,2016,0.895
190,111_12,2017,0.8816666666666667
191,111_12,2018,0.8975000000000001
192,111_12,2019,0.9341666666666666
193,111_12,2020,0.9683333333333334
194,111_12,2021,1.1224999999999998
195,111_12,2022,1.234
196,111_1244,2016,
197,111_1244,2017,
198,111_1244,2018,
199,111_1244,2019,
200,111_1244,2020,0.7316666666666668
201,111_1244,2021,0.8741666666666666
202,111_1244,2022,0.9280000000000002
203,111_1297748,2016,0.9633333333333333
204,111_1297748,2017,0.9408333333333331
205,111_1297748,2018,0.9324999999999998
206,111_1297748,2019,0.9641666666666667
207,111_1297748,2020,1.0416666666666667
208,111_1297748,2021,1.0816666666666668
209,111_1297748,2022,1.218
210,111_1297749,2016,1.01
211,111_1297749,2017,0.9725000000000001
212,111_1297749,2018,0.9741666666666667
213,111_1297749,2019,0.9958333333333332
214,111_1297749,2020,1.0641666666666667
215,111_1297749,2021,1.2966666666666666
216,111_1297749,2022,1.3079999999999998
217,111_13,2016,0.7625000000000001
218,111_13,2017,0.7566666666666667
219,111_13,2018,0.7908333333333334
220,111_13,2019,0.835
221,111_13,2020,0.8391666666666665
222,111_13,2021,0.8833333333333333
223,111_13,2022,0.9739999999999999
224,111_1306,2016,0.5599999999999999
225,111_1306,2017,0.535
226,111_1306,2018,0.585
227,111_1306,2019,0.6358333333333331
228,111_1306,2020,0.6716666666666665
229,111_1306,2021,0.6883333333333334
230,111_1306,2022,0.682
231,111_1307,2016,0.9333333333333331
232,111_1307,2017,0.9216666666666667
233,111_1307,2018,0.9141666666666666
234,111_1307,2019,0.9208333333333333
235,111_1307,2020,0.9816666666666666
236,111_1307,2021,1.0141666666666664
237,111_1307,2022,1.0399999999999998
238,111_1308,2016,0.7791666666666668
239,111_1308,2017,0.7633333333333333
240,111_1308,2018,0.7891666666666666
241,111_1308,2019,0.7966666666666667
242,111_1308,2020,0.8766666666666668
243,111_1308,2021,0.9141666666666667
244,111_1308,2022,0.9559999999999998
245,111_1312,2016,0.5908333333333332
246,111_1312,2017,0.6208333333333332
247,111_1312,2018,0.6483333333333332
248,111_1312,2019,0.6441666666666668
249,111_1312,2020,0.6599999999999999
250,111_1312,2021,0.6833333333333335
251,111_1312,2022,0.692
252,111_1318,2016,0.7025
253,111_1318,2017,0.6874999999999999
254,111_1318,2018,0.715
255,111_1318,2019,0.7383333333333334
256,111_1318,2020,0.7716666666666668
257,111_1318,2021,0.8958333333333334
258,111_1318,2022,1.016
259,111_1318983,2016,
260,111_1318983,2017,
261,111_1318983,2018,
262,111_1318983,2019,
263,111_1318983,2020,
264,111_1318983,2021,1.7
265,111_1318983,2022,1.716
266,111_1319,2016,0.6583333333333333
267,111_1319,2017,0.6150000000000001
268,111_1319,2018,0.7108333333333333
269,111_1319,2019,0.6591666666666667
270,111_1319,2020,0.6966666666666668
271,111_1319,2021,0.7191666666666666
272,111_1319,2022,0.78
