,PROPERTY_ID,MARKETID,MARKET_NAME,SUBMARKET_CODE,SUBMARKET_NAME,COUNTY_NAME,PROPERTY_NAME,PROPERTY_PRIORNAMES,PROPERTY_ADDRESS,PROPERTY_CITY,PROPERTY_STATE,PROPERTY_ZIPCODE,lat,lon,PROPERTY_PHONE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_ACRES,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_DATE_PLANNED,PROPERTY_DATE_UNDERCONSTRUCTION,PROPERTY_DATE_RENTUP,PROPERTY_DATECOMPLETED,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MATRIX_URL,block,tract
10,54_171,54,Little Rock,6.0,Oak Forest,Pulaski,Pinnacle Rock,,1100 Fair Park Blvd,Little Rock,AR,72204,34.741849,-92.334997,5015390563.0,52,40800.0,0.77,C+,C,Completed,,2015-11-01,2016-01-01,2016-10-19 00:00:00,0.0,,N,N,N,N,,0.0,,100.0,830.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=171,051190018004028,05119001800
11,54_181,54,Little Rock,15.0,North Little Rock,Pulaski,Sarah Daisy Garden Courts,,2600 West Pershing Blvd,North Little Rock,AR,72114,34.7825,-92.2947049,5017585961.0,60,30296.0,5.38,C+,C,Completed,,,,1986-01-01 00:00:00,0.0,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=181,051190031001008,05119003100
12,54_202,54,Little Rock,17.0,Jacksonville,Pulaski,Windgate Square,"Remington Place, Poplar Square",700 Poplar Street,Jacksonville,AR,72076,34.869855,-92.116747,5016125520.0,53,39700.0,1.26,C,C,Completed,,,,1969-01-01 00:00:00,0.0,,N,N,N,N,,,,35.8,667.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=202,051190036081031,05119003608
13,54_216,54,Little Rock,24.0,River Mountain,Pulaski,"Bentley, The",,2001 Green Mountain Drive,Little Rock,AR,72212,34.771225,-92.402927,5012274111.0,64,36224.0,2.69,B-,B-,Completed,,,,1984-01-01 00:00:00,0.0,,N,N,N,N,,,,90.6,600.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=216,051190022091005,05119002209
14,54_221,54,Little Rock,26.0,Conway,Faulkner,Plaza Pointe,,2400 Market Plaza,Conway,AR,72032,35.110372,-92.449224,5013278400.0,64,53056.0,2.88,B-,C+,Completed,,,,2011-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,746.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=221,050450305021005,05045030502
15,54_227,54,Little Rock,1.0,Little Rock - Downtown,Pulaski,Cumberland Manor,,2721 Scott Street,Little Rock,AR,72206,34.7222511,-92.2731047,5013724911.0,60,59580.0,4.5,B,C,Completed,,,,2009-01-01 00:00:00,0.0,,N,P,N,N,,,,,862.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=227,051190005001046,05119000500
16,54_228,54,Little Rock,1.0,Little Rock - Downtown,Pulaski,Metropolitan Village,,2801 South Scott Street,Little Rock,AR,72206,34.7212576,-92.2724497,5013724911.0,60,59580.0,5.75,B,C,Completed,,,,2009-01-01 00:00:00,0.0,,N,P,N,N,,,,,847.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=228,051190005001048,05119000500
17,54_233,54,Little Rock,15.0,North Little Rock,Pulaski,Argenta Square,,617 North Maple Street,North Little Rock,AR,72114,34.7595848,-92.2693742,5013709000.0,57,49209.0,1.45,C,C,Completed,,,,2002-01-01 00:00:00,0.0,,N,N,N,N,,,,96.5,752.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=233,051190025001057,05119002500
18,54_241,54,Little Rock,1.0,Little Rock - Downtown,Pulaski,Con Ivie Gardens,,2500 South Gaines Street,Little Rock,AR,72206,34.723979,-92.281816,5013726655.0,66,36300.0,1.5,C+,C+,Completed,,,,1981-01-01 00:00:00,0.0,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=241,051190005003004,05119000500
19,54_242,54,Little Rock,15.0,North Little Rock,Pulaski,Woodland Terrace,,1701 Skyline Drive,North Little Rock,AR,72116,34.7805784,-92.2410219,5017535802.0,60,52000.0,2.94,C+,B,Completed,,,,1976-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,824.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=242,051190033083010,05119003308
20,54_248,54,Little Rock,13.0,Maumelle,Pulaski,Bay Pointe,,400 Valencia Drive,Maumelle,AR,72113,34.860394,-92.403474,5018511900.0,64,60848.0,4.05,B-,B,Completed,,,,1986-01-01 00:00:00,0.0,,N,P,N,N,,,,98.4,673.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=248,051190043062007,05119004306
21,54_253,54,Little Rock,26.0,Conway,Faulkner,Westwood Gardens,,2950 Becky Road,Conway,AR,72034,35.071966,-92.472773,5013360050.0,53,44647.0,3.83,B-,B-,Completed,,,,2000-01-01 00:00:00,0.0,,N,N,N,N,,,,96.2,692.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=253,050450308005010,05045030800
22,54_260,54,Little Rock,16.0,Gibson-Sherwood,Pulaski,Lynnwood,,8860 Thomas Street,Sherwood,AR,72120,34.835513,-92.225413,5019443674.0,60,31620.0,2.33,C,B-,Completed,,,,1992-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,474.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=260,051190037141011,05119003714
23,54_266,54,Little Rock,8.0,Alexander-Mabelvale,Pulaski,Royal Oak,,8621 Baseline Road,Little Rock,AR,72209,34.669552,-92.374453,5015627688.0,71,46100.0,3.32,C,C+,Completed,,,,1971-01-01 00:00:00,0.0,,N,N,N,N,,,,100.0,599.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=266,051190041052007,05119004105
24,54_27,54,Little Rock,15.0,North Little Rock,Pulaski,Oak View,Campus Towers,1101 Bishop Lindsey Avenue,North Little Rock,AR,72114,34.7597635,-92.2557814,9014357700.0,71,37293.0,2.33,C-,C-,Completed,,,,1966-01-01 00:00:00,0.0,,N,A,N,A,,,,,,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=27,051190028001042,05119002800
25,54_272,54,Little Rock,11.0,Midtown,Pulaski,Clearbrook Village,,619 Brookside Drive,Little Rock,AR,72205,34.758721,-92.372717,5012241515.0,53,32967.0,1.46,C+,B,Completed,,,,1973-01-01 00:00:00,0.0,,N,N,N,N,,,,92.5,571.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=272,051190022032004,05119002203
26,54_276,54,Little Rock,13.0,Maumelle,Pulaski,Villas at Audubon,,104 Venezia Lane,Little Rock,AR,72212,34.8535546,-92.4079547,5012219999.0,61,85400.0,7.63,B,B,Completed,,,,2008-01-01 00:00:00,0.0,,N,N,N,N,P,,1.0,96.7,1248.0,matrix.pi-ei.com/PropertyDetail/All?MarketID=54&PropertyID=276,051190043063000,05119004306
